entity_id	field_entity_id	resource	namespace	field_key	ordinal	key	title	description	curator_comments	medical_comments	is_deprecated	deprecation_reason	is_provisional	source_url	curie	standard_name	grounding	version	entity_count	modified_by	modified_timestamp
B100840	B100112	surgery	cancer_colorectal	histologic_grade	4	g4_undifferentiated	G4, undifferentiated				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.309974+00:00
B100841	B100112	surgery	cancer_colorectal	histologic_grade	5	gx_cannot_be_specified	GX, cannot be specified				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.312336+00:00
B100899	B100114	surgery	cancer_colorectal	multiple_primary_sites	1	not_applicable_no_additional_primary_site_s_present	Not applicable (no additional primary site(s) present)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.450097+00:00
B100900	B100114	surgery	cancer_colorectal	multiple_primary_sites	2	present	Present: ______				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.452447+00:00
B100989	B100115	surgery	cancer_colorectal	tumor_extent	1	no_invasion_high_grade_dysplasia	No invasion (high grade dysplasia)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.678970+00:00
B100990	B100115	surgery	cancer_colorectal	tumor_extent	2	invades_lamina_propria_muscularis_mucosae_intramucosal_carcinoma	Invades lamina propria/muscularis mucosae (intramucosal carcinoma)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.681312+00:00
B100991	B100115	surgery	cancer_colorectal	tumor_extent	3	invades_submucosa	Invades submucosa				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.683706+00:00
B100992	B100115	surgery	cancer_colorectal	tumor_extent	4	invades_into_muscularis_propria	Invades into muscularis propria				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.686068+00:00
B100993	B100115	surgery	cancer_colorectal	tumor_extent	5	invades_through_muscularis_propria_into_the_pericolonic_or_perirectal_tissue	Invades through muscularis propria into the pericolonic or perirectal tissue				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.688370+00:00
B100994	B100115	surgery	cancer_colorectal	tumor_extent	6	invades_visceral_peritoneum_including_tumor_continuous_with_serosal_surface_throuh_area_of_inflammation	Invades visceral peritoneum (including tumor continuous with serosal surface throuh area of inflammation)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.690889+00:00
B100995	B100115	surgery	cancer_colorectal	tumor_extent	7	directly_invades_or_adheres_to_adjacent_structure_s_specify	Directly invades or adheres to adjacent structure(s): specify ____				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.693303+00:00
B100996	B100115	surgery	cancer_colorectal	tumor_extent	8	cannot_be_determined	Cannot be determined				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.695685+00:00
B100807	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	1	oxaliplatin	Oxaliplatin				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.231110+00:00
B100808	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	2	leucovorin	Leucovorin				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.233500+00:00
B100809	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	3	capecitabine	Capecitabine				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.236065+00:00
B100810	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	4	irinotecan	Irinotecan				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.238372+00:00
B100811	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	5	mfolfox_6	mFOLFOX 6				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.240601+00:00
B100812	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	6	mfolfox_7	mFOLFOX 7				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.242865+00:00
B100813	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	7	folfox	FOLFOX				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.245181+00:00
B100814	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	8	capeox	CAPEOX				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.247598+00:00
B100815	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	9	ziv_aflibercept	Ziv-aflibercept				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.249865+00:00
B100816	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	10	trifluridine	Trifluridine				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.252710+00:00
B100817	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	11	tipiracil	Tipiracil				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.255127+00:00
B100818	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	12	5_fluorouracil	5-Fluorouracil				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.257607+00:00
B100819	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	13	none	None				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.260160+00:00
B100820	B100116	surgery	cancer_colorectal	chemotherapy_pre_surgery	14	other	Other				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.262468+00:00
B100928	B100117	surgery	cancer_colorectal	radiation_pre_surgery	1	3d_conformal_rt	3D conformal RT				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.520004+00:00
B100929	B100117	surgery	cancer_colorectal	radiation_pre_surgery	2	intensity_modulated_rt_imrt	Intensity-modulated RT (IMRT)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.522576+00:00
B100930	B100117	surgery	cancer_colorectal	radiation_pre_surgery	3	stereotactic_body_rt_sbrt	Stereotactic body RT (SBRT)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.524900+00:00
B100931	B100117	surgery	cancer_colorectal	radiation_pre_surgery	4	intraoperative_rt_iort	Intraoperative RT (IORT)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.527215+00:00
B100932	B100117	surgery	cancer_colorectal	radiation_pre_surgery	5	rt_nos	RT NOS				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.529470+00:00
B100933	B100117	surgery	cancer_colorectal	radiation_pre_surgery	6	none	None				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.531747+00:00
B100934	B100117	surgery	cancer_colorectal	radiation_pre_surgery	7	other	Other				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.534183+00:00
B100862	B100118	surgery	cancer_colorectal	immunotherapy_pre_surgery	1	nivolumab	Nivolumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.362751+00:00
B100863	B100118	surgery	cancer_colorectal	immunotherapy_pre_surgery	2	pembrolizumab	Pembrolizumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.365079+00:00
B100864	B100118	surgery	cancer_colorectal	immunotherapy_pre_surgery	3	ipilimumab	Ipilimumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.367535+00:00
B100865	B100118	surgery	cancer_colorectal	immunotherapy_pre_surgery	4	dostarlimab_gxly	Dostarlimab-gxly				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.369865+00:00
B100866	B100118	surgery	cancer_colorectal	immunotherapy_pre_surgery	5	trastuzumab	Trastuzumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.372164+00:00
B100867	B100118	surgery	cancer_colorectal	immunotherapy_pre_surgery	6	pertuzumab	Pertuzumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.374464+00:00
B100868	B100118	surgery	cancer_colorectal	immunotherapy_pre_surgery	7	none	None				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.376844+00:00
B100869	B100118	surgery	cancer_colorectal	immunotherapy_pre_surgery	8	other	Other				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.379406+00:00
B100957	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	1	trastuzumab	Trastuzumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.601295+00:00
B100958	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	2	lapatinib	Lapatinib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.603872+00:00
B100959	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	3	tucatinib	Tucatinib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.606477+00:00
B100960	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	4	fam_trastuzumab_deruxtecan_nxki	Fam-trastuzumab deruxtecan-nxki				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.608812+00:00
B100961	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	5	encorafenib	Encorafenib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.611136+00:00
B100962	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	6	pertuzumab	Pertuzumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.613495+00:00
B100963	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	7	selpercatinib	Selpercatinib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.615835+00:00
B100964	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	8	adagrasib	Adagrasib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.618354+00:00
B100965	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	9	entrectinib	Entrectinib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.620577+00:00
B100966	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	10	larotrectinib	Larotrectinib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.622829+00:00
B100967	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	11	cetuximab	Cetuximab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.625157+00:00
B100968	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	12	bevacizumab	Bevacizumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.627536+00:00
B100969	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	13	panitumumab	Panitumumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.630833+00:00
B100970	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	14	regorafenib	Regorafenib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.633075+00:00
B100971	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	15	sotorasib	Sotorasib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.635371+00:00
B100972	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	16	fruquintinib	Fruquintinib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.637627+00:00
B100973	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	17	other	Other				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.640025+00:00
B100974	B100119	surgery	cancer_colorectal	targeted_therapies_pre_surgery	18	none	None				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.642594+00:00
B100793	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	1	oxaliplatin	Oxaliplatin				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.196483+00:00
B100794	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	2	leucovorin	Leucovorin				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.199292+00:00
B100795	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	3	capecitabine	Capecitabine				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.201801+00:00
B100796	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	4	irinotecan	Irinotecan				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.204306+00:00
B100797	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	5	mfolfox_6	mFOLFOX 6				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.206693+00:00
B100798	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	6	mfolfox_7	mFOLFOX 7				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.209138+00:00
B100799	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	7	folfox	FOLFOX				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.211714+00:00
B100800	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	8	capeox	CAPEOX				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.214191+00:00
B100801	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	9	ziv_aflibercept	Ziv-aflibercept				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.216604+00:00
B100802	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	10	trifluridine	Trifluridine				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.219038+00:00
B100803	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	11	tipiracil	Tipiracil				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.221347+00:00
B100804	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	12	5_fluorouracil	5-Fluorouracil				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.223904+00:00
B100805	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	13	none	None				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.226303+00:00
B100806	B100120	surgery	cancer_colorectal	chemotherapy_adjuvant	14	other	Other				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.228671+00:00
B100921	B100121	surgery	cancer_colorectal	radiation_adjuvant	1	3d_conformal_rt	3D conformal RT				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.503108+00:00
B100922	B100121	surgery	cancer_colorectal	radiation_adjuvant	2	intensity_modulated_rt_imrt	Intensity-modulated RT (IMRT)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.505367+00:00
B100923	B100121	surgery	cancer_colorectal	radiation_adjuvant	3	stereotactic_body_rt_sbrt	Stereotactic body RT (SBRT)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.507745+00:00
B100924	B100121	surgery	cancer_colorectal	radiation_adjuvant	4	intraoperative_rt_iort	Intraoperative RT (IORT)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.510562+00:00
B100925	B100121	surgery	cancer_colorectal	radiation_adjuvant	5	rt_nos	RT NOS				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.513071+00:00
B100926	B100121	surgery	cancer_colorectal	radiation_adjuvant	6	none	None				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.515399+00:00
B100927	B100121	surgery	cancer_colorectal	radiation_adjuvant	7	other	Other				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.517703+00:00
B100855	B100122	surgery	cancer_colorectal	immunotherapy_adjuvant	1	nivolumab	Nivolumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.346408+00:00
B100856	B100122	surgery	cancer_colorectal	immunotherapy_adjuvant	2	pembrolizumab	Pembrolizumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.348787+00:00
B100857	B100122	surgery	cancer_colorectal	immunotherapy_adjuvant	3	ipilimumab	Ipilimumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.351023+00:00
B100858	B100122	surgery	cancer_colorectal	immunotherapy_adjuvant	4	dostarlimab_gxly	Dostarlimab-gxly				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.353297+00:00
B100859	B100122	surgery	cancer_colorectal	immunotherapy_adjuvant	5	trastuzumab	Trastuzumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.355747+00:00
B100860	B100122	surgery	cancer_colorectal	immunotherapy_adjuvant	6	other	Other				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.358118+00:00
B100861	B100122	surgery	cancer_colorectal	immunotherapy_adjuvant	7	none	None				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.360443+00:00
B100939	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	1	trastuzumab	Trastuzumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.558144+00:00
B100940	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	2	lapatinib	Lapatinib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.560389+00:00
B100941	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	3	tucatinib	Tucatinib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.562755+00:00
B100942	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	4	fam_trastuzumab_deruxtecan_nxki	Fam-trastuzumab deruxtecan-nxki				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.565025+00:00
B100943	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	5	encorafenib	Encorafenib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.567275+00:00
B100944	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	6	pertuzumab	Pertuzumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.569730+00:00
B100945	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	7	selpercatinib	Selpercatinib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.572048+00:00
B100946	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	8	adagrasib	Adagrasib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.574386+00:00
B100947	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	9	entrectinib	Entrectinib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.576886+00:00
B100948	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	10	larotrectinib	Larotrectinib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.579308+00:00
B100949	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	11	cetuximab	Cetuximab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.581960+00:00
B100950	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	12	bevacizumab	Bevacizumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.584300+00:00
B100951	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	13	panitumumab	Panitumumab				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.586647+00:00
B100952	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	14	regorafenib	Regorafenib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.589009+00:00
B100953	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	15	sotorasib	Sotorasib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.591415+00:00
B100954	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	16	fruquintinib	Fruquintinib				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.593998+00:00
B100955	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	17	other	Other				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.596525+00:00
B100956	B100123	surgery	cancer_colorectal	targeted_therapies_adjuvant	18	none	None				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.598912+00:00
B100887	B100124	surgery	cancer_colorectal	macroscopic_tumor_perforation	1	not_identified	Not identified				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.421488+00:00
B100888	B100124	surgery	cancer_colorectal	macroscopic_tumor_perforation	2	present	Present				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.423824+00:00
B100889	B100124	surgery	cancer_colorectal	macroscopic_tumor_perforation	3	cannot_be_determined	Cannot be determined				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.426389+00:00
B100787	B100125	surgery	cancer_colorectal	border	1	infiltrating	Infiltrating				FALSE		FALSE						32	sde4	2024-07-02T23:08:41.180901+00:00
B100788	B100125	surgery	cancer_colorectal	border	2	pushing	Pushing				FALSE		FALSE						5	sde4	2024-07-02T23:08:41.183403+00:00
B102313	B100125	surgery	cancer_colorectal	border	99999	na	NA	Automatically generated from input			FALSE		TRUE						3	sde4	2024-07-11T16:01:26.070052+00:00
B100879	B100126	surgery	cancer_colorectal	lymphovascular_invasion_select_all_that_apply	1	not_identified	Not identified				FALSE		FALSE						14	sde4	2024-07-02T23:08:41.403047+00:00
B100880	B100126	surgery	cancer_colorectal	lymphovascular_invasion_select_all_that_apply	2	small_vessel	Small vessel				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.405378+00:00
B100881	B100126	surgery	cancer_colorectal	lymphovascular_invasion_select_all_that_apply	3	large_vessel_venous_intramural	Large vessel (venous), intramural				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.407642+00:00
B100882	B100126	surgery	cancer_colorectal	lymphovascular_invasion_select_all_that_apply	4	large_vessel_venous_extramural	Large vessel (venous), extramural				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.409921+00:00
B100883	B100126	surgery	cancer_colorectal	lymphovascular_invasion_select_all_that_apply	5	present_not_otherwise_specified	Present (not otherwise specified)				FALSE		FALSE						26	sde4	2024-07-02T23:08:41.412222+00:00
B100907	B100127	surgery	cancer_colorectal	perineural_invasion	1	not_identified	Not identified				FALSE		FALSE						22	sde4	2024-07-02T23:08:41.468845+00:00
B100908	B100127	surgery	cancer_colorectal	perineural_invasion	2	present	Present				FALSE		FALSE						18	sde4	2024-07-02T23:08:41.471167+00:00
B100909	B100127	surgery	cancer_colorectal	perineural_invasion	3	cannot_be_determined	Cannot be determined				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.474393+00:00
B100905	B100128	surgery	cancer_colorectal	number_of_tumor_buds	1	specify_number_in_one_hotspot_field_in_an_area_0_785_mm2_per_hotspot	Specify number in one 'hotspot' field (in an area = 0.785 mm2): __ per hotspot				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.464108+00:00
B100906	B100128	surgery	cancer_colorectal	number_of_tumor_buds	2	cannot_be_determined	Cannot be determined				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.466518+00:00
B100983	B100129	surgery	cancer_colorectal	tumor_bud_score	1	low_0_4	Low (0-4)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.664339+00:00
B100984	B100129	surgery	cancer_colorectal	tumor_bud_score	2	intermediate_5_9	Intermediate (5-9)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.666956+00:00
B100985	B100129	surgery	cancer_colorectal	tumor_bud_score	3	high_10_or_more	High (10 or more)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.669287+00:00
B100986	B100129	surgery	cancer_colorectal	tumor_bud_score	4	cannot_be_determined	Cannot be determined				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.671537+00:00
B101007	B100130	surgery	cancer_colorectal	type_of_polyp_in_which_invasive_carcinoma_arose	1	none_identified	None identified				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.721503+00:00
B101008	B100130	surgery	cancer_colorectal	type_of_polyp_in_which_invasive_carcinoma_arose	2	tubular_adenoma	Tubular adenoma				FALSE		FALSE		mondo:0024660	tubular adenoma	https://bioregistry.io/mondo:0024660		0	sde4	2024-07-02T23:08:41.723877+00:00
B101009	B100130	surgery	cancer_colorectal	type_of_polyp_in_which_invasive_carcinoma_arose	3	villous_adenoma	Villous adenoma				FALSE		FALSE		doid:0050869	villous adenoma	https://bioregistry.io/doid:0050869		0	sde4	2024-07-02T23:08:41.726411+00:00
B101010	B100130	surgery	cancer_colorectal	type_of_polyp_in_which_invasive_carcinoma_arose	4	tubulovillous_adenoma	Tubulovillous adenoma				FALSE		FALSE		mondo:0024661	tubulovillous adenoma	https://bioregistry.io/mondo:0024661		0	sde4	2024-07-02T23:08:41.728911+00:00
B101011	B100130	surgery	cancer_colorectal	type_of_polyp_in_which_invasive_carcinoma_arose	5	traditional_serrated_adenoma	Traditional serrated adenoma				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.731202+00:00
B100975	B100131	surgery	cancer_colorectal	treatment_effect	1	no_known_presurgical_therapy	No known presurgical therapy				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.644937+00:00
B100976	B100131	surgery	cancer_colorectal	treatment_effect	2	present_with_no_viable_cancer_cells	Present, with no viable cancer cells				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.647287+00:00
B100977	B100131	surgery	cancer_colorectal	treatment_effect	3	present_with_single_cells_or_rare_small_groups_of_cancer_cells_near	Present, with single cells or rare small groups of cancer cells near				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.649611+00:00
B100978	B100131	surgery	cancer_colorectal	treatment_effect	4	present_with_residual_cancer_showing_evident_tumor_regression_but_more_than_single_cells_or_rare_small_groups_of_cancer_cells	Present, with residual cancer showing evident tumor regression, but more than single cells or rare small groups of cancer cells				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.651942+00:00
B100979	B100131	surgery	cancer_colorectal	treatment_effect	5	present	Present				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.654430+00:00
B100980	B100131	surgery	cancer_colorectal	treatment_effect	6	sessile_serrated_adenoma_sessile_serrated_polyp	Sessile serrated adenoma/sessile serrated polyp				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.657024+00:00
B100981	B100131	surgery	cancer_colorectal	treatment_effect	7	hamartomatous_polyp	Hamartomatous polyp				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.659578+00:00
B100982	B100131	surgery	cancer_colorectal	treatment_effect	8	other	Other				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.662025+00:00
B100935	B100132	surgery	cancer_colorectal	regional_lymph_node_status	1	not_applicable	Not applicable				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.548232+00:00
B100936	B100132	surgery	cancer_colorectal	regional_lymph_node_status	2	regional_lymph_nodes_present	Regional lymph nodes present				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.550684+00:00
B100937	B100132	surgery	cancer_colorectal	regional_lymph_node_status	3	absent	Absent				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.553065+00:00
B100938	B100132	surgery	cancer_colorectal	regional_lymph_node_status	4	cannot_be_determined	Cannot be determined				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.555550+00:00
B100987	B100135	surgery	cancer_colorectal	tumor_deposits	1	not_identified	Not identified				FALSE		FALSE						22	sde4	2024-07-02T23:08:41.673884+00:00
B100988	B100135	surgery	cancer_colorectal	tumor_deposits	2	present	Present				FALSE		FALSE						13	sde4	2024-07-02T23:08:41.676384+00:00
B100821	B100137	surgery	cancer_colorectal	distant_metastasis	1	present	Present				FALSE		FALSE						12	sde4	2024-07-02T23:08:41.264775+00:00
B100822	B100137	surgery	cancer_colorectal	distant_metastasis	2	absent	Absent				FALSE		FALSE						27	sde4	2024-07-02T23:08:41.267159+00:00
B102315	B100137	surgery	cancer_colorectal	distant_metastasis	99999	na	NA	Automatically generated from input			FALSE		TRUE						1	sde4	2024-07-11T16:01:26.075068+00:00
B100874	B100138	surgery	cancer_colorectal	location_of_distant_metastasis	1	not_applicable	Not applicable				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.391306+00:00
B100875	B100138	surgery	cancer_colorectal	location_of_distant_metastasis	2	non_regional_lymph_node_s	Non-regional lymph node(s)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.393546+00:00
B100876	B100138	surgery	cancer_colorectal	location_of_distant_metastasis	3	liver	Liver				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.395946+00:00
B100877	B100138	surgery	cancer_colorectal	location_of_distant_metastasis	4	other	Other				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.398278+00:00
B100878	B100138	surgery	cancer_colorectal	location_of_distant_metastasis	5	cannot_be_determined	Cannot be determined				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.400563+00:00
B100782	B100139	surgery	cancer_colorectal	additional_findings	1	none_identified	None identified				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.167926+00:00
B100783	B100139	surgery	cancer_colorectal	additional_findings	2	adenoma_s	Adenoma(s)				FALSE		FALSE						0	sde4	2024-07-02T23:08:41.170511+00:00
